key;accepted;kingdom;scientificName;speciesKey;taxonID
186350903;NA;NA;Verbascum nouelianum_x Franch.;NA;NA
186350904;NA;NA;Verbascum nothum_x W.D.J.Koch;NA;NA
186350912;NA;NA;Verbascum nisus_x Franch.;NA;NA
186350950;NA;NA;Verbascum neilreichii_x Reichardt;NA;NA
186350955;NA;NA;Verbascum nagelsii_x Bergmans;NA;NA
186350956;NA;NA;Verbascum mytilinense_x Rech.f.;NA;NA
186350959;NA;NA;Verbascum myriocarpoides_x Hub.-Mor.;NA;NA
186350962;NA;NA;Verbascum mutense_x Hub.-Mor.;NA;NA
186350966;NA;NA;Verbascum muglense_x Hub.-Mor. & Reese;NA;NA
186350972;NA;NA;Verbascum mucronatiforme_x Hub.-Mor.;NA;NA
186350973;NA;NA;Verbascum mosellanum_x Wirtg.;NA;NA
186350975;NA;NA;Verbascum moravicum_x Domin;NA;NA
186350976;NA;NA;Verbascum montenegrinum_x Sagorski ex Murb.;NA;NA
186350977;NA;NA;Verbascum mixtum_x Ramond ex DC.;NA;NA
186351002;NA;NA;Verbascum martinii_x Franch.;NA;NA
186351016;NA;NA;Verbascum maeandriforme_x Hub.-Mor.;NA;NA
186351023;NA;NA;Verbascum macilentum_x Franch.;NA;NA
186351067;NA;NA;Verbascum longiracemosum_x Chaub.;NA;NA
186351077;NA;NA;Verbascum longicrure_x Borbás;NA;NA
186351080;NA;NA;Verbascum lobulatum_x Hub.-Mor.;NA;NA
186351089;NA;NA;Verbascum liburnicum_x Borbás ex Nyman;NA;NA
186351094;NA;NA;Verbascum leucothrix_x Beck;NA;NA
186351096;NA;NA;Verbascum leucophylloides_x Hub.-Mor. & Rech.f.;NA;NA
186351098;NA;NA;Verbascum leucerion_x Beck;NA;NA
186351107;NA;NA;Verbascum leilense_x Rech.f.;NA;NA
186351123;NA;NA;Verbascum lasianthiforme_x Hub.-Mor.;NA;NA
186351128;NA;NA;Verbascum lamottei_x Franch.;NA;NA
186351138;NA;NA;Verbascum kuetahyense_x Hub.-Mor.;NA;NA
186351139;NA;NA;Verbascum kubedagense_x Hub.-Mor.;NA;NA
186351140;NA;NA;Verbascum krokeense_x Hub.-Mor. & Rech.f.;NA;NA
186351142;NA;NA;Verbascum kozaniense_x Hub.-Mor. & Rech.f.;NA;NA
186351143;NA;NA;Verbascum kovadanum_x Sutorý;NA;NA
186351144;NA;NA;Verbascum kotschyoides_x Hub.-Mor.;NA;NA
186351146;NA;NA;Verbascum korphiaticum_x Hub.-Mor. & Rech.f.;NA;NA
186351149;NA;NA;Verbascum kochianum_x Wirtg.;NA;NA
186351150;NA;NA;Verbascum klotzschianum_x Wirtg.;NA;NA
186351151;NA;NA;Verbascum kiszacsense_x Kupcsok;NA;NA
186351153;NA;NA;Verbascum killasii_x Brügger;NA;NA
186351159;NA;NA;Verbascum kemerense_x Hub.-Mor.;NA;NA
186351160;NA;NA;Verbascum keklikolukense_x Hub.-Mor.;NA;NA
186351161;NA;NA;Verbascum kayseriense_x Hub.-Mor.;NA;NA
186351162;NA;NA;Verbascum kavinae_x Rohlena;NA;NA
186351163;NA;NA;Verbascum kavallense_x Rech.f.;NA;NA
186351166;NA;NA;Verbascum karpatii_x Boros;NA;NA
186351167;NA;NA;Verbascum karlikdaghense_x Rech.f.;NA;NA
186351168;NA;NA;Verbascum karadagense_x Hub.-Mor.;NA;NA
186351169;NA;NA;Verbascum karaboertlenense_x Hub.-Mor.;NA;NA
186351172;NA;NA;Verbascum kalabakense_x Hub.-Mor. & Rech.f.;NA;NA
186351176;NA;NA;Verbascum juratzkae_x Dichtl;NA;NA
186351177;Verbascum juratzkae_x Dichtl;NA;Verbascum juratzkae_x Rech.;NA;NA
186351182;NA;NA;Verbascum johannis-zernyi_x Murb.;NA;NA
186351184;NA;NA;Verbascum javorkae_x Soó;NA;NA
186351187;NA;NA;Verbascum ispartense_x Hub.-Mor.;NA;NA
186351188;NA;NA;Verbascum iskenderunense_x Hub.-Mor.;NA;NA
186351189;NA;NA;Verbascum isfendiyarense_x Hub.-Mor.;NA;NA
186351192;NA;NA;Verbascum inulifolioides_x Hub.-Mor.;NA;NA
186351200;NA;NA;Verbascum insignitum_x Beck;NA;NA
186351201;NA;NA;Verbascum innominatum_x Rech.f.;NA;NA
186351203;NA;NA;Verbascum infidum_x Beck;NA;NA
186351205;NA;NA;Verbascum inexspectatum_x Rech.f.;NA;NA
186351206;NA;NA;Verbascum inegoelense_x Hub.-Mor.;NA;NA
186351209;NA;NA;Verbascum illyricum_x K.Malý;NA;NA
186351210;NA;NA;Verbascum ilgazdagense_x Hub.-Mor.;NA;NA
186351219;NA;NA;Verbascum hybridum_x Brot.;NA;NA
186351220;NA;NA;Verbascum humnickii_x Franch.;NA;NA
186351223;NA;NA;Verbascum horticolum_x Hub.-Mor.;NA;NA
186351225;NA;NA;Verbascum horakii_x Rohlena;NA;NA
186351232;NA;NA;Verbascum heterophlomos_x Franch.;NA;NA
186351241;NA;NA;Verbascum haynaldianum_x Borbás;NA;NA
186351248;NA;NA;Verbascum hausmannii_x Celak.;NA;NA
186351249;NA;NA;Verbascum hatayense_x Hub.-Mor.;NA;NA
186351252;NA;NA;Verbascum harknessii_x Bergmans;NA;NA
186351261;NA;NA;Verbascum guelnarense_x Hub.-Mor.;NA;NA
186351263;NA;NA;Verbascum grecescui_x Prodan;NA;NA
186351265;NA;NA;Verbascum grandicalyx_x Simonk.;NA;NA
186351274;NA;NA;Verbascum goeldschuekense_x Hub.-Mor.;NA;NA
186351275;NA;NA;Verbascum godronii_x Boreau;NA;NA
186351306;NA;NA;Verbascum giresunense_x Hub.-Mor.;NA;NA
186351307;NA;NA;Verbascum gintlii_x Rohlena;NA;NA
186351311;NA;NA;Verbascum germanum_x Franch.;NA;NA
186351317;NA;NA;Verbascum geminatum_x Freyn;NA;NA
186351318;NA;NA;Verbascum gaudinii_x Doell. ex Nyman;NA;NA
186351328;NA;NA;Verbascum gabrielianae_x Hub.-Mor.;NA;NA
186351335;NA;NA;Verbascum fridae_x Murb.;NA;NA
186351338;NA;NA;Verbascum freynianum_x Borbás;NA;NA
186351345;NA;NA;Verbascum foliosum_x Franch.;NA;NA
186351347;NA;NA;Verbascum fluminense_x A.Kern. ex Nyman;NA;NA
186351348;NA;NA;Verbascum florinense_x Hub.-Mor. & Rech.f.;NA;NA
186351352;NA;NA;Verbascum flagriforme_x Pfund;NA;NA
186351355;NA;NA;Verbascum filianum_x Nyár.;NA;NA
186351356;NA;NA;Verbascum festii_x Hayek;NA;NA
186351371;NA;NA;Verbascum euryale_x Franch.;NA;NA
186351375;NA;NA;Verbascum erzindschanense_x Hub.-Mor.;NA;NA
186351377;NA;NA;Verbascum erraticum_x Hausskn.;NA;NA
186351382;NA;NA;Verbascum ermenekense_x Hub.-Mor.;NA;NA
186351410;NA;NA;Verbascum elasigense_x Hub.-Mor.;NA;NA
186351411;NA;NA;Verbascum eginense_x Hub.-Mor.;NA;NA
186351412;NA;NA;Verbascum edremiticum_x Sutorý;NA;NA
186351413;NA;NA;Verbascum edirnense_x Dane & G.Yilmaz;NA;NA
186351414;NA;NA;Verbascum edessanum_x Hub.-Mor. & Rech.f.;NA;NA
186351417;NA;NA;Verbascum dupnicense_x Murb.;NA;NA
186351419;NA;NA;Verbascum duernsteinense_x Teyber;NA;NA
186351423;NA;NA;Verbascum dramense_x Rech.f.;NA;NA
186351424;NA;NA;Verbascum dominii_x Rohlena;NA;NA
186351425;NA;NA;Verbascum doiranense_x Rech.f.;NA;NA
186351427;NA;NA;Verbascum dobrogense_x Prodan;NA;NA
186351432;NA;NA;Verbascum divaricatum_x Kitt.;NA;NA
186351437;NA;NA;Verbascum dirmilense_x Hub.-Mor.;NA;NA
186351438;NA;NA;Verbascum diphyon_x Franch.;NA;NA
186351440;NA;NA;Verbascum dimorphum_x Franch.;NA;NA
186351449;NA;NA;Verbascum dervichorum_x Hausskn. & Heldr.;NA;NA
186351450;NA;NA;Verbascum derekolense_x Rech.f.;NA;NA
186351451;NA;NA;Verbascum denudatum_x Pfund;NA;NA
186351475;NA;NA;Verbascum degenianum_x Soó;NA;NA
186351476;Verbascum degenianum_x Soó;NA;Verbascum orsovaense_x Boros;NA;NA
186351480;NA;NA;Verbascum decalvans_x Borbás;NA;NA
186351485;NA;NA;Verbascum danubiale_x Simonk.;NA;NA
186351514;NA;NA;Verbascum crenulatum_x Hub.-Mor.;NA;NA
186351515;NA;NA;Verbascum crenatum_x Borbás ex Nyman;NA;NA
186351516;NA;NA;Verbascum coum_x Rech.f.;NA;NA
186351535;NA;NA;Verbascum corbierei_x Touss. & Hoschedé;NA;NA
186351536;NA;NA;Verbascum conrathii_x Hayek ex Murb.;NA;NA
186351544;NA;NA;Verbascum comosum_x Simonk.;NA;NA
186351545;NA;NA;Verbascum commutatum_x A.Kern. ex Nyman;NA;NA
186351550;NA;NA;Verbascum coenobitanum_x Hausskn. & Heldr.;NA;NA
186351551;NA;NA;Verbascum clinantherum_x Bordz.;NA;NA
186351553;NA;NA;Verbascum claudiopolitanum_x Simonk.;NA;NA
186351561;NA;NA;Verbascum chrysopolitanum_x Rech.f.;NA;NA
186351566;NA;NA;Verbascum chium_x Rech.f.;NA;NA
186351594;NA;NA;Verbascum cernyi_x Rohlena;NA;NA
186351596;NA;NA;Verbascum cephalariense_x Hub.-Mor. & Rech.f.;NA;NA
186351604;NA;NA;Verbascum carinthiacum_x Fritsch;NA;NA
186351610;NA;NA;Verbascum candelabrum_x Kar. & Kir.;NA;NA
186351613;NA;NA;Verbascum calyculatum_x Chaub.;NA;NA
186351617;NA;NA;Verbascum calcicolum_x Hub.-Mor.;NA;NA
186351621;NA;NA;Verbascum burdurense_x Hub.-Mor.;NA;NA
186351623;NA;NA;Verbascum bulanikense_x Hub.-Mor.;NA;NA
186351630;NA;NA;Verbascum brockmuelleri_x Ruhmer;NA;NA
186351631;NA;NA;Verbascum breyninum_x Beck;NA;NA
186351635;NA;NA;Verbascum brauneanum_x Wirtg.;NA;NA
186351648;NA;NA;Verbascum borisii-regis_x Murb.;NA;NA
186351649;NA;NA;Verbascum borbasianum_x Soó;NA;NA
186351653;NA;NA;Verbascum bohemicum_x Domin & Podp.;NA;NA
186351688;NA;NA;Verbascum bitlisianum_x Hub.-Mor.;NA;NA
186351691;NA;NA;Verbascum bischoffii_x G.Koch;NA;NA
186351693;NA;NA;Verbascum binbogense_x Hub.-Mor.;NA;NA
186351712;NA;NA;Verbascum beckii_x P.Fourn.;NA;NA
186351713;NA;NA;Verbascum beckeanum_x Beck;NA;NA
186351714;NA;NA;Verbascum baumgartnerianum_x Rech.f.;NA;NA
186351734;NA;NA;Verbascum balikesirense_x Hub.-Mor.;NA;NA
186351738;NA;NA;Verbascum badense_x Beck;NA;NA
186351742;NA;NA;Verbascum austroanatolicum_x Hub.-Mor.;NA;NA
186351747;NA;NA;Verbascum auritum_x Franch.;NA;NA
186351755;NA;NA;Verbascum atchleyianum_x Rech.f.;NA;NA
186351756;NA;NA;Verbascum astrophyllum_x Boiss. & Heldr.;NA;NA
186351767;NA;NA;Verbascum arpaczajicum_x Bordz.;NA;NA
186351774;NA;NA;Verbascum arenicolum_x Hub.-Mor.;NA;NA
186351783;NA;NA;Verbascum arctotrichum_x Murb.;NA;NA
186351787;NA;NA;Verbascum araratense_x Hub.-Mor.;NA;NA
186351788;NA;NA;Verbascum arabkirense_x Hub.-Mor.;NA;NA
186351808;NA;NA;Verbascum ambracicum_x Halácsy;NA;NA
186351813;NA;NA;Verbascum amaliense_x Rech.f.;NA;NA
186351823;NA;NA;Verbascum akhalkalakiense_x Bordz.;NA;NA
186351841;NA;NA;Verbascum adulterinum_x W.D.J.Koch;NA;NA
186351857;NA;NA;Verbascum abandense_x Hub.-Mor.;NA;NA
186352430;NA;NA;Scrophularia towndrowii_x Druce;NA;NA
186352562;NA;NA;Scrophularia ritae_x Mateo;NA;NA
186352813;NA;NA;Scrophularia hurstii_x Druce;NA;NA
186352966;NA;NA;Scrophularia costei_x Biau;NA;NA
186355175;NA;NA;Chaenostoma jacottetianum_x Thell.;NA;NA
186355176;Chaenostoma jacottetianum_x Thell.;NA;Chaenostoma saccharatum_x Thell.;NA;NA
186355271;NA;NA;Buddleja whiteana_x R.J.Moore;NA;NA
186355272;NA;NA;Buddleja weyeriana_x Weyer;NA;NA
186355374;NA;NA;Buddleja pikei_x Fletcher;NA;NA
186355447;NA;NA;Buddleja luteolufaucia_x W.Elliott & Fantz;NA;NA
186355463;NA;NA;Buddleja lewisiana_x Everett;NA;NA
186355500;NA;NA;Buddleja hybrida_x Forq.;NA;NA
186355534;NA;NA;Buddleja farquharii_x Farrington ex Rehder;NA;NA
186356048;NA;NA;Rehmannia kewensis_x W.Watson;NA;NA
186356091;NA;NA;Wulfenia schwarzii_x Lepper;NA;NA
186356211;NA;NA;Mimulus tigridiodes_x Voss;NA;NA
186356221;NA;NA;Mimulus rubinus_x Voss;NA;NA
186356246;NA;NA;Mimulus pardinus_x Voss;NA;NA
186356252;NA;NA;Mimulus nobilis_x Voss;NA;NA
186356263;NA;NA;Mimulus hybridus_x Wettst.;NA;NA
186356265;NA;NA;Mimulus hodsonii_x Turner;NA;NA
186356267;NA;NA;Mimulus harrisonianus_x Auct.;NA;NA
186356276;NA;NA;Mimulus bartonianus_x Rivoire;NA;NA
186356491;NA;NA;Veronica wallii_x Garn.-Jones;NA;NA
186356644;NA;NA;Veronica uniflora_x Kirk;NA;NA
186356646;Veronica uniflora_x Kirk;NA;Logania armstrongii_x Buchanan;NA;NA
186357373;NA;NA;Veronica sooana_x Borsos;NA;NA
186357381;NA;NA;Veronica smirnovii_x Kosachev & D.A.German;NA;NA
186357392;NA;NA;Veronica simmonsii_x Cockayne;NA;NA
186357412;NA;NA;Veronica sessiliflora_x Bunge;NA;NA
186357510;NA;NA;Veronica semiglabrata_x Ostapko;NA;NA
186357512;NA;NA;Veronica sekkauensis_x Andr.;NA;NA
186357616;NA;NA;Veronica schmakovii_x Kosachev;NA;NA
186357654;NA;NA;Veronica sapozhnikovii_x Kosachev;NA;NA
186358307;NA;NA;Paulownia intermedia_x T.B.Lee;NA;NA
186358309;NA;NA;Paulownia henanensis_x C.Y.Zhang & Y.H.Zhao;NA;NA
186358384;NA;NA;Veronica pacheri_x Prohaska;NA;NA
186358440;NA;NA;Veronica otrubae_x Domin;NA;NA
186358500;NA;NA;Veronica olgensis_x Kom.;NA;NA
186358581;NA;NA;Veronica myriantha_x Tosh.Tanaka;NA;NA
186358610;NA;NA;Veronica monticola_x Trautv.;NA;NA
186358619;NA;NA;Veronica mixta_x Klá t.;NA;NA
186358640;NA;NA;Veronica microcoma_x Borbás;NA;NA
186358662;NA;NA;Veronica mauksii_x Hulják;NA;NA
186358673;NA;NA;Veronica mannheimiensis_x F.J.Zimm. ex Hayek;NA;NA
186358675;NA;NA;Veronica major_x Wettst.;NA;NA
186358851;NA;NA;Veronica llenasii_x FontQuer;NA;NA
186358893;NA;NA;Veronica leucothrix_x Pennell;NA;NA
186358955;NA;NA;Veronica joannis-wagneri_x Boros;NA;NA
186358964;NA;NA;Veronica jaccardii_x Gams;NA;NA
186359082;NA;NA;Veronica gundisalvii_x Sennen;NA;NA
186359182;NA;NA;Veronica felsogoedensis_x J.Keller;NA;NA
186359300;NA;NA;Veronica delphinensis_x Beauverd;NA;NA
186359501;NA;NA;Veronica churchillii_x Prohaska;NA;NA
186359730;NA;NA;Veronica cantiana_x D.C.McClint.;NA;NA
186359879;NA;NA;Veronica bolosiana_x FontQuer;NA;NA
186359900;NA;NA;Veronica bishopiana_x Petrie;NA;NA
186360101;NA;NA;Veronica austrosibirica_x Kosachev;NA;NA
186360106;NA;NA;Rhinanthus zirnichii_x Cohrs;NA;NA
186360291;NA;NA;Rhinanthus schneiderae_x Rothm.;NA;NA
186360308;NA;NA;Veronica andersonii_x Lindl. & Paxton;NA;NA
186360316;NA;NA;Rhinanthus pseudosongoricus_x Vassilcz.;NA;NA
186360318;NA;NA;Rhinanthus pseudomontanus_x Krecz. ex Vassilcz.;NA;NA
186360458;NA;NA;Veronica amphibola_x Hausskn.;NA;NA
186360476;NA;NA;Veronica altaica_x Kosachev;NA;NA
186360542;NA;NA;Rhinanthus magocsyanus_x Soó;NA;NA
186360554;NA;NA;Rhinanthus liptoviensis_x Soó;NA;NA
186360556;NA;NA;Rhinanthus lengyelii_x Soó;NA;NA
186360558;NA;NA;Rhinanthus kunzii_x W.Koch;NA;NA
186360645;NA;NA;Rhinanthus gardineri_x Druce;NA;NA
186361092;NA;NA;Pedicularis zardinii_x Pamp.;NA;NA
186361124;NA;NA;Pedicularis wolfii_x Besse ex W.Wolf;NA;NA
186361137;NA;NA;Pedicularis wettsteiniana_x Bonati;NA;NA
186361156;NA;NA;Pedicularis vulpii_x Solms;NA;NA
186361562;NA;NA;Pedicularis sennenii_x Bonati;NA;NA
186361641;NA;NA;Pedicularis sagalaevii_x V.V.Byalt & Firsov;NA;NA
186361772;NA;NA;Plantago valbusae_x Petitm.;NA;NA
186362496;NA;NA;Pedicularis martellii_x Bonati;NA;NA
186362500;NA;NA;Pedicularis mantzii_x Bonati;NA;NA
186362856;NA;NA;Pedicularis johannis_x Goutaland;NA;NA
186362865;NA;NA;Plantago mixta_x Domin;NA;NA
186362910;NA;NA;Pedicularis incarnatoides_x Steininger;NA;NA
186362928;NA;NA;Pedicularis huteri_x A.Kern.;NA;NA
186363120;NA;NA;Pedicularis glantschnigiana_x Ronniger;NA;NA
186363615;NA;NA;Plantago incerta_x P.Fourn.;NA;NA
186363840;NA;NA;Pedicularis bonatii_x Faure;NA;NA
186363844;NA;NA;Pedicularis bohatschinii_x Steininger;NA;NA
186363877;NA;NA;Pedicularis bibonatii_x H.Lév.;NA;NA
186363883;NA;NA;Pedicularis bernardinensis_x Braun-Blanq.;NA;NA
186363941;NA;NA;Pedicularis atrorubens_x Nägeli ex Steininger;NA;NA
186364054;NA;NA;Pedicularis ampiciana_x Pamp.;NA;NA
186364101;NA;NA;Pedicularis affinis_x Steininger;NA;NA
186364253;NA;NA;Plantago cadevallii_x Sennen;NA;NA
186365613;NA;NA;Penstemon peirsonii_x Munz & I.M.Johnst.;NA;NA
186365778;NA;NA;Penstemon mirus_x A.Nelson;NA;NA
186365813;NA;NA;Penstemon macewanii_x Paxton;NA;NA
186365995;NA;NA;Penstemon hybridus_x Voss;NA;NA
186366338;NA;NA;Penstemon edithae_x English;NA;NA
186366358;NA;NA;Penstemon dubius_x Davidson;NA;NA
186366474;NA;NA;Penstemon crideri_x A.Nelson;NA;NA
186366663;NA;NA;Penstemon bryantiae_x D.D.Keck;NA;NA
186367087;NA;NA;Ourisia bitternensis_x M.Sheader & A.Sheader;NA;NA
186368006;NA;NA;Linaria zaborskiana_x Emb.;NA;NA
186368249;NA;NA;Linaria valdesiana_x Socorro & Aroza;NA;NA
186368423;NA;NA;Odontites heterocalyx_x Sennen;NA;NA
186368618;NA;NA;Linaria sepium_x G.J.Allman;NA;NA
186368626;Linaria sepium_x G.J.Allman;NA;Linaria vergneti_x Beauverd;NA;NA
186368636;Linaria sepium_x G.J.Allman;NA;Linaria sepium_x var. ochroleuca (Bréb.) Rouy;NA;NA
186368638;Linaria sepium_x G.J.Allman;NA;Linaria sepium_x var. intermedia (Babey) Rouy;NA;NA
186368640;Linaria sepium_x G.J.Allman;NA;Linaria sepium_x var. camusii (Héribaud) Rouy;NA;NA
186368642;Linaria sepium_x G.J.Allman;NA;Linaria sepium_x var. boulluii Rouy;NA;NA
186368643;Linaria sepium_x G.J.Allman;NA;Linaria ochroleuca_x Bréb. ex Nyman;NA;NA
186368650;Linaria sepium_x G.J.Allman;NA;Linaria heribaudii_x E.G.Camus;NA;NA
186368654;Linaria sepium_x G.J.Allman;NA;Linaria camusii_x Hérib.;NA;NA
186368656;Linaria sepium_x G.J.Allman;NA;Linaria brangensis_x Beauverd;NA;NA
186368660;Linaria sepium_x G.J.Allman;NA;Linaria ambigua_x Krösche;NA;NA
186368773;NA;NA;Linaria rocheri_x P.Fourn.;NA;NA
186369026;NA;NA;Linaria polychroa_x Maire;NA;NA
186369158;NA;NA;Linaria oligotricha_x Borbás;NA;NA
186369486;NA;NA;Melampyrum burnatii_x Beauverd;NA;NA
186369584;NA;NA;Linaria incompleta_x Kuprian.;NA;NA
186369651;NA;NA;Linaria hybrida_x Schur;NA;NA
186370006;NA;NA;Linaria dominii_x Druce;NA;NA
186370120;NA;NA;Linaria cornubiensis_x Druce;NA;NA
186370130;NA;NA;Linaria confinis_x Lacroix;NA;NA
186370245;NA;NA;Euphrasia zirnichiana_x Ronniger & Cohrs;NA;NA
186370268;NA;NA;Euphrasia vollmanniana_x Braun-Blanq. & Thell.;NA;NA
186370274;NA;NA;Euphrasia villosa_x Callen;NA;NA
186370279;NA;NA;Euphrasia viciosoi_x Pau ex Rothm.;NA;NA
186370281;NA;NA;Euphrasia vestita_x Callen;NA;NA
186370307;NA;NA;Euphrasia trikoviana_x Vitek;NA;NA
186370321;NA;NA;Euphrasia tremolsii_x Rothm.;NA;NA
186370457;NA;NA;Euphrasia senneniana_x Rothm.;NA;NA
186370477;NA;NA;Euphrasia schinzii_x Wettst.;NA;NA
186370513;NA;NA;Euphrasia ruebeliana_x Braun-Blanq. & Thell.;NA;NA
186370519;NA;NA;Euphrasia ronnigeri_x Murr;NA;NA
186370528;NA;NA;Euphrasia reuteri_x Wettst.;NA;NA
186370869;NA;NA;Limnophila ludoviciana_x Thieret;NA;NA
186370958;NA;NA;Euphrasia murbeckii_x Wettst.;NA;NA
186370980;NA;NA;Euphrasia minniae_x Rothm.;NA;NA
186371075;NA;NA;Euphrasia markgrafii_x W.Becker;NA;NA
186371100;NA;NA;Euphrasia levieri_x Wettst.;NA;NA
186371104;NA;NA;Euphrasia lerschii_x I.Györffy;NA;NA
186371105;NA;NA;Euphrasia lepontica_x Brügger;NA;NA
186371216;NA;NA;Euphrasia hybrida_x Wettst.;NA;NA
186371273;NA;NA;Euphrasia gratiosa_x Wiinst.;NA;NA
186371410;NA;NA;Euphrasia dilata_x Vitek;NA;NA
186371556;NA;NA;Euphrasia christii_x Favrat ex Gremli;NA;NA
186371612;NA;NA;Euphrasia bonnieri_x P.Fourn.;NA;NA
186371642;NA;NA;Euphrasia aspera_x Callen;NA;NA
186371667;NA;NA;Euphrasia arbiniana_x Jaegg.;NA;NA
186371736;NA;NA;Euphrasia aequalis_x Callen;NA;NA
186372464;NA;NA;Globularia montiberica_x G.López;NA;NA
186372476;NA;NA;Globularia losae_x L.Villar & al.;NA;NA
186372495;NA;NA;Cistanche hybrida_x Beck;NA;NA
186372502;NA;NA;Globularia fuxceesis_x Giraudias;NA;NA
186372504;Globularia fuxceesis_x Giraudias;NA;Globularia galissieri_x Giraudias;NA;NA
186372510;NA;NA;Globularia cunyi_x P.Fourn.;NA;NA
186372536;NA;NA;Globularia bolosii_x Sennen;NA;NA
186372844;NA;NA;Digitalis ujhelyii_x Augustin & Szathmáry;NA;NA
186372882;NA;NA;Digitalis sibirica_x Lindl.;NA;NA
186373003;NA;NA;Digitalis pelia_x Zerbst & Bocquet;NA;NA
186373026;NA;NA;Digitalis nadji_x Heldr. & Nadji;NA;NA
186373164;NA;NA;Castilleja porterae_x Cockerell;NA;NA
186373228;NA;NA;Digitalis di-tellae_x Trotter;NA;NA
186373234;NA;NA;Digitalis coutinhoi_x Samp.;NA;NA
186374562;NA;NA;Callitriche vigens_x K.Martinsson;NA;NA
186374921;NA;NA;Callitriche hybrida_x E.H.L.Krause;NA;NA
186376022;NA;NA;Aragoa jaramilloi_x Fern.Alonso;NA;NA
186376026;NA;NA;Aragoa funzana_x Fern.Alonso;NA;NA
186376033;NA;NA;Aragoa diazii_x Fern.Alonso;NA;NA
186376045;NA;NA;Aragoa chingacensis_x Fern.Alonso;NA;NA
186376177;NA;NA;Antirrhinum montserratii_x Molero & Romo;NA;NA
186376277;NA;NA;Syringa swegiflexa_x J.S.Pringle;NA;NA
186376355;NA;NA;Antirrhinum kretschmeri_x Rothm.;NA;NA
186376457;NA;NA;Antirrhinum chavannesii_x Rothm.;NA;NA
186376466;NA;NA;Syringa prestoniae_x McKelvey;NA;NA
186376519;NA;NA;Antirrhinum albanchezii_x Mateu;NA;NA
186376572;NA;NA;Syringa nanceiana_x McKelvey;NA;NA
186376576;NA;NA;Syringa lamartina_x Moldenke;NA;NA
186376607;NA;NA;Syringa josiflexa_x Preston ex J.S.Pringle;NA;NA
186376609;NA;NA;Syringa hybrida_x E.H.L.Krause;NA;NA
186376611;NA;NA;Syringa hyacinthiflora_x Rehder;NA;NA
186376630;NA;NA;Syringa diversifolia_x Rehder;NA;NA
186376632;NA;NA;Syringa chinensis_x Willd.;NA;NA
186376634;Syringa chinensis_x Willd.;NA;Syringa vulgaris_x var. dubia (Pers.) Franch.;NA;NA
186376636;Syringa chinensis_x Willd.;NA;Syringa speciosa_x A.DC.;NA;NA
186376637;Syringa chinensis_x Willd.;NA;Syringa sibirica_x Loudon;NA;NA
186376641;Syringa chinensis_x Willd.;NA;Syringa rubra_x Lodd. ex Dippel;NA;NA
186376643;Syringa chinensis_x Willd.;NA;Syringa rothomagensis_x var. saugeana Loudon;NA;NA
186376645;Syringa chinensis_x Willd.;NA;Syringa rothomagensis_x var. bicolor Lemoine;NA;NA
186376647;Syringa chinensis_x Willd.;NA;Syringa rothomagensis_x var. alba G.Kirchn.;NA;NA
186376653;Syringa chinensis_x Willd.;NA;Syringa metensis_x Dippel;NA;NA
186376654;Syringa chinensis_x Willd.;NA;Syringa media_x Dum.Cours.;NA;NA
186376656;Syringa chinensis_x Willd.;NA;Syringa dubia_x forma alba Dippel;NA;NA
186376658;Syringa chinensis_x Willd.;NA;Syringa dubia_x Pers.;NA;NA
186376662;Syringa chinensis_x Willd.;NA;Syringa correlata_x A.Braun;NA;NA
186376664;Syringa chinensis_x Willd.;NA;Syringa chinensis_x var. dubia (Pers.) Dieck;NA;NA
186376665;Syringa chinensis_x Willd.;NA;Syringa chinensis_x forma saugeana (Loudon) Dieck;NA;NA
186376667;Syringa chinensis_x Willd.;NA;Syringa chinensis_x forma bicolor (Lemoine) H.Jaeger;NA;NA
186376669;Syringa chinensis_x Willd.;NA;Syringa chinensis_x forma alba Dieck;NA;NA
186376671;Syringa chinensis_x Willd.;NA;Liliacum rothomagense_x Renault;NA;NA
186376673;Syringa chinensis_x Willd.;NA;Lilac varina_x Dum.Cours.;NA;NA
186376677;Syringa chinensis_x Willd.;NA;Lilac persica_x var. rothomagensis (Renault) Mirb.;NA;NA
186376679;Syringa chinensis_x Willd.;NA;Lilac persica_x var. dubia (Pers.) Jacques & Hérincq;NA;NA
186377482;NA;NA;Osmanthus fortunei_x Carrière;NA;NA
186377483;Osmanthus fortunei_x Carrière;NA;Osmanthus japonicus_x Siebold ex Makino;NA;NA
186377484;Osmanthus fortunei_x Carrière;NA;Osmanthus fortunei_x var. ovatus Carrière;NA;NA
186377485;Osmanthus fortunei_x Carrière;NA;Osmanthus fortunei_x var. latifolius Mouill.;NA;NA
186377486;Osmanthus fortunei_x Carrière;NA;Osmanthus fortunei_x var. cordifolius Carrière;NA;NA
186377487;Osmanthus fortunei_x Carrière;NA;Olea japonica_x Hassk.;NA;NA
186378156;NA;NA;Ligustrum vicaryi_x Rehder;NA;NA
186378244;NA;NA;Ligustrum purpusii_x Hofker;NA;NA
186378403;NA;NA;Ligustrum ibolium_x Coe ex Rehder;NA;NA
186378524;NA;NA;Jasminum stephanense_x É.Lemoine;NA;NA
186378525;Jasminum stephanense_x É.Lemoine;NA;Jasminum xizangense_x B.M.Miao;NA;NA
186379342;NA;NA;Fraxinus rehderiana_x Lingelsh.;NA;NA
